cycle,timestamp,counts,speeds,probs,selected,duration,confidence
498,17:56:41,"[106, 42, 7, 89]","[12.2, 23.9, 3.6, 49.6]","{'N': np.float64(0.8934387284926085), 'S': np.float64(0.8731139521196838), 'E': np.float64(0.848193874724351), 'W': np.float64(0.8903889960995569)}",N,45.0,0.89
499,17:56:41,"[102, 105, 79, 108]","[29.3, 31.5, 20.4, 44.7]","{'N': np.float64(0.9236411592354805), 'S': np.float64(0.9249219929797476), 'E': np.float64(0.9343186126762203), 'W': np.float64(0.91850440522923)}",E,45.0,0.93
500,17:56:41,"[10, 62, 85, 75]","[22.5, 41.5, 29.6, 30.0]","{'N': np.float64(0.3732518937970824), 'S': np.float64(0.9239867689274672), 'E': np.float64(0.9234922914312), 'W': np.float64(0.9125493787557302)}",S,45.0,0.92
501,17:56:41,"[40, 77, 115, 51]","[39.4, 41.8, 38.5, 24.9]","{'N': np.float64(0.12682326301278024), 'S': np.float64(0.9286159672491471), 'E': np.float64(0.9336820729910386), 'W': np.float64(0.9225979720424045)}",E,45.0,0.93
502,17:56:42,"[111, 25, 23, 80]","[35.1, 43.2, 42.4, 41.8]","{'N': np.float64(0.9330302953563748), 'S': np.float64(0.1444925742625692), 'E': np.float64(0.15249656171978576), 'W': np.float64(0.934052509618866)}",W,45.0,0.93
503,17:56:42,"[101, 12, 79, 108]","[19.6, 23.5, 19.9, 43.1]","{'N': np.float64(0.9085404194837683), 'S': np.float64(0.32373448104887187), 'E': np.float64(0.929802125333024), 'W': np.float64(0.9245583162918917)}",E,45.0,0.93
504,17:56:42,"[107, 71, 94, 13]","[19.9, 47.8, 22.2, 23.4]","{'N': np.float64(0.9392331078451334), 'S': np.float64(0.9346724295664266), 'E': np.float64(0.9347461472708525), 'W': np.float64(0.24392235364398981)}",N,45.0,0.94
505,17:56:42,"[97, 114, 27, 65]","[34.5, 30.0, 2.8, 37.1]","{'N': np.float64(0.9344739890658178), 'S': np.float64(0.9294991023519854), 'E': np.float64(0.8683687885683042), 'W': np.float64(0.922056447700913)}",N,45.0,0.93
506,17:56:42,"[21, 40, 17, 80]","[40.6, 19.0, 40.4, 22.6]","{'N': np.float64(0.14898094927214162), 'S': np.float64(0.8623118156393381), 'E': np.float64(0.12056216822974139), 'W': np.float64(0.9284690378426556)}",W,45.0,0.93
507,17:56:42,"[62, 87, 42, 34]","[40.0, 36.0, 36.2, 4.5]","{'N': np.float64(0.922181524313872), 'S': np.float64(0.923111990700077), 'E': np.float64(0.9308725346441067), 'W': np.float64(0.8748334589808561)}",E,45.0,0.93
508,17:56:42,"[104, 102, 48, 116]","[36.0, 7.4, 22.1, 46.2]","{'N': np.float64(0.9249940818255429), 'S': np.float64(0.9261253202212523), 'E': np.float64(0.9027583026625966), 'W': np.float64(0.8944053200996949)}",S,45.0,0.93
509,17:56:42,"[88, 77, 70, 34]","[7.6, 47.5, 42.9, 14.4]","{'N': np.float64(0.9425525787940016), 'S': np.float64(0.9242661030013422), 'E': np.float64(0.940229834873694), 'W': np.float64(0.8299177150606017)}",N,45.0,0.94
510,17:56:42,"[103, 19, 116, 46]","[3.5, 14.3, 30.9, 26.5]","{'N': np.float64(0.9490770055628063), 'S': np.float64(0.9082703991151216), 'E': np.float64(0.9329889831045229), 'W': np.float64(0.9174174112935966)}",N,45.0,0.95
511,17:56:42,"[15, 79, 97, 25]","[33.3, 42.7, 15.5, 27.6]","{'N': np.float64(0.12186740300764301), 'S': np.float64(0.933174638679226), 'E': np.float64(0.9396912786242867), 'W': np.float64(0.2492674841304969)}",E,45.0,0.94
512,17:56:42,"[115, 5, 58, 49]","[40.6, 31.9, 17.4, 7.2]","{'N': np.float64(0.9080355246358665), 'S': np.float64(0.1567380306197758), 'E': np.float64(0.905477945109221), 'W': np.float64(0.9339054574779264)}",W,45.0,0.93
513,17:56:42,"[104, 34, 49, 15]","[28.0, 32.4, 7.2, 36.5]","{'N': np.float64(0.9156592853902288), 'S': np.float64(0.1312482130250989), 'E': np.float64(0.9356025242319677), 'W': np.float64(0.11748371894977425)}",E,45.0,0.94
1,21:31:45,"[112, 51, 102, 35]","[4.9, 33.2, 3.4, 43.8]","{'N': np.float64(0.9393788418903595), 'S': np.float64(0.9326400045521421), 'E': np.float64(0.9382233254745296), 'W': np.float64(0.11101760181422293)}",N,45.0,0.94
2,21:31:45,"[22, 113, 78, 15]","[19.7, 37.0, 4.7, 22.2]","{'N': np.float64(0.6453588142446723), 'S': np.float64(0.9306965157101248), 'E': np.float64(0.9316307972237473), 'W': np.float64(0.3644190181245454)}",E,45.0,0.93
3,21:31:45,"[31, 12, 31, 98]","[24.4, 14.3, 28.4, 31.4]","{'N': np.float64(0.23114210201774413), 'S': np.float64(0.8707317620451062), 'E': np.float64(0.13778402292256042), 'W': np.float64(0.9294265575065289)}",W,45.0,0.93
4,21:31:45,"[113, 24, 97, 92]","[34.1, 5.3, 29.9, 8.5]","{'N': np.float64(0.9183849846061165), 'S': np.float64(0.8976995371609408), 'E': np.float64(0.9109437795299878), 'W': np.float64(0.9349063435080247)}",W,45.0,0.93
5,21:31:45,"[30, 19, 44, 21]","[2.3, 4.4, 48.1, 6.3]","{'N': np.float64(0.8939849576236009), 'S': np.float64(0.8663310942097808), 'E': np.float64(0.8810944151033705), 'W': np.float64(0.8865304703868037)}",N,45.0,0.89
6,21:31:45,"[47, 88, 115, 66]","[39.5, 13.8, 41.5, 49.7]","{'N': np.float64(0.9271996553367219), 'S': np.float64(0.9363192995105811), 'E': np.float64(0.9260808307951857), 'W': np.float64(0.927462441194434)}",S,45.0,0.94
7,21:31:45,"[41, 119, 39, 40]","[10.4, 37.1, 49.9, 3.2]","{'N': np.float64(0.8479616213601259), 'S': np.float64(0.909731632374717), 'E': np.float64(0.28314105003263956), 'W': np.float64(0.8605932532757231)}",S,45.0,0.91
8,21:31:45,"[116, 44, 13, 119]","[49.3, 25.1, 9.3, 38.9]","{'N': np.float64(0.888313812090548), 'S': np.float64(0.875578694366148), 'E': np.float64(0.823718101383016), 'W': np.float64(0.90797951760156)}",W,45.0,0.91
9,21:31:45,"[47, 90, 95, 56]","[49.0, 2.0, 23.9, 31.2]","{'N': np.float64(0.9387473188390704), 'S': np.float64(0.9391772212345221), 'E': np.float64(0.9247557241722293), 'W': np.float64(0.9301354082099198)}",S,45.0,0.94
10,21:31:45,"[72, 15, 25, 98]","[33.1, 26.6, 48.0, 30.0]","{'N': np.float64(0.9204620104052956), 'S': np.float64(0.16263136859384258), 'E': np.float64(0.15002048013636599), 'W': np.float64(0.9114712021139542)}",N,45.0,0.92
11,21:31:45,"[12, 39, 92, 113]","[42.0, 4.5, 7.8, 45.1]","{'N': np.float64(0.10566790308487134), 'S': np.float64(0.9168616433333218), 'E': np.float64(0.92679840853503), 'W': np.float64(0.9108272200333083)}",E,45.0,0.93
12,21:31:45,"[86, 7, 45, 87]","[39.0, 43.7, 44.0, 22.6]","{'N': np.float64(0.8957879810608684), 'S': np.float64(0.13017858227365453), 'E': np.float64(0.8993155537123928), 'W': np.float64(0.9172599485829039)}",W,45.0,0.92
13,21:31:46,"[60, 54, 76, 117]","[13.0, 36.9, 35.0, 26.0]","{'N': np.float64(0.9341639422848952), 'S': np.float64(0.9309280549643423), 'E': np.float64(0.9313270805015031), 'W': np.float64(0.9334549958647567)}",N,45.0,0.93
14,21:31:46,"[33, 111, 119, 69]","[26.8, 26.4, 44.8, 48.3]","{'N': np.float64(0.2677183821430532), 'S': np.float64(0.9202161561215579), 'E': np.float64(0.9070279220100765), 'W': np.float64(0.8932563041254019)}",S,45.0,0.92
15,21:31:46,"[37, 90, 55, 103]","[15.7, 33.5, 16.5, 4.3]","{'N': np.float64(0.7917398101278642), 'S': np.float64(0.9270684522103122), 'E': np.float64(0.9368784978034701), 'W': np.float64(0.9381186772528792)}",W,45.0,0.94
16,21:31:46,"[12, 66, 101, 86]","[43.4, 31.3, 43.9, 37.0]","{'N': np.float64(0.085485571795576), 'S': np.float64(0.9308734426297053), 'E': np.float64(0.9339131491747179), 'W': np.float64(0.9399377792101736)}",W,45.0,0.94
17,21:31:46,"[49, 116, 24, 92]","[27.6, 33.3, 47.3, 48.9]","{'N': np.float64(0.9253086573541877), 'S': np.float64(0.9287082271928475), 'E': np.float64(0.13553711509191047), 'W': np.float64(0.9184207802679081)}",S,45.0,0.93
18,21:31:46,"[114, 43, 79, 95]","[30.2, 19.2, 43.8, 46.8]","{'N': np.float64(0.9339811307601934), 'S': np.float64(0.9302626886471768), 'E': np.float64(0.9170088390168329), 'W': np.float64(0.9221660617091082)}",N,45.0,0.93
19,21:31:46,"[8, 109, 112, 32]","[36.2, 9.7, 4.3, 30.7]","{'N': np.float64(0.15446077616995388), 'S': np.float64(0.9077608250341198), 'E': np.float64(0.9046835443077184), 'W': np.float64(0.2041829230879915)}",S,45.0,0.91
20,21:31:46,"[43, 32, 67, 43]","[46.5, 12.5, 37.0, 10.8]","{'N': np.float64(0.9408156496162566), 'S': np.float64(0.8850584928707063), 'E': np.float64(0.9220145372437438), 'W': np.float64(0.9288834209376927)}",N,45.0,0.94
21,21:31:46,"[81, 26, 21, 43]","[47.2, 45.6, 15.0, 15.5]","{'N': np.float64(0.9257944516222462), 'S': np.float64(0.11060362898978056), 'E': np.float64(0.7934143914720768), 'W': np.float64(0.9357051244080297)}",W,45.0,0.94
22,21:31:46,"[13, 109, 78, 112]","[3.9, 25.9, 43.7, 18.0]","{'N': np.float64(0.8513985596385915), 'S': np.float64(0.9038229224139731), 'E': np.float64(0.9248404759610575), 'W': np.float64(0.9309093218482696)}",W,45.0,0.93
23,21:31:46,"[20, 13, 63, 47]","[45.8, 39.8, 36.2, 26.6]","{'N': np.float64(0.12692568828896253), 'S': np.float64(0.1260901175717529), 'E': np.float64(0.9169684631189454), 'W': np.float64(0.9282948257063396)}",W,45.0,0.93
24,21:31:47,"[50, 45, 16, 87]","[35.2, 27.3, 16.3, 28.5]","{'N': np.float64(0.9338042546249398), 'S': np.float64(0.920502331068073), 'E': np.float64(0.7848761302103836), 'W': np.float64(0.920334044893886)}",N,45.0,0.93
25,21:31:47,"[92, 59, 45, 44]","[21.2, 49.2, 49.2, 47.1]","{'N': np.float64(0.9202605981714534), 'S': np.float64(0.9064590953204644), 'E': np.float64(0.9055947352050847), 'W': np.float64(0.906508487452347)}",N,45.0,0.92
26,21:31:47,"[105, 32, 64, 7]","[4.8, 34.3, 42.7, 30.6]","{'N': np.float64(0.9375824170521415), 'S': np.float64(0.14423222363790567), 'E': np.float64(0.9193186542011345), 'W': np.float64(0.09658573287541015)}",N,45.0,0.94
27,21:31:47,"[77, 36, 59, 109]","[8.4, 21.4, 13.6, 17.6]","{'N': np.float64(0.9345541843907201), 'S': np.float64(0.5108765028972944), 'E': np.float64(0.9426114262568566), 'W': np.float64(0.9270705471958295)}",E,45.0,0.94
28,21:31:47,"[57, 18, 80, 97]","[45.4, 48.4, 32.1, 8.7]","{'N': np.float64(0.9114305304592584), 'S': np.float64(0.10257108397297918), 'E': np.float64(0.9178298513267339), 'W': np.float64(0.9259717475731161)}",W,45.0,0.93
29,21:31:47,"[51, 67, 40, 79]","[37.7, 42.0, 21.1, 2.9]","{'N': np.float64(0.9309514156431531), 'S': np.float64(0.9308452891051318), 'E': np.float64(0.7898612677805691), 'W': np.float64(0.9391539280311256)}",W,45.0,0.94
30,21:31:47,"[23, 104, 117, 34]","[32.6, 14.6, 32.5, 16.6]","{'N': np.float64(0.14970141754681998), 'S': np.float64(0.9078816377037491), 'E': np.float64(0.9076409049005766), 'W': np.float64(0.7927029825517338)}",S,45.0,0.91
31,21:31:47,"[14, 7, 51, 71]","[20.5, 3.1, 24.5, 36.9]","{'N': np.float64(0.5282911588023197), 'S': np.float64(0.8685938928022888), 'E': np.float64(0.8710600924526812), 'W': np.float64(0.9107170341174852)}",W,45.0,0.91
32,21:31:47,"[26, 59, 39, 74]","[33.8, 16.5, 14.4, 24.4]","{'N': np.float64(0.10402348842013359), 'S': np.float64(0.9226759479090024), 'E': np.float64(0.8565634652736333), 'W': np.float64(0.9289582188384488)}",W,45.0,0.93
33,21:31:47,"[51, 105, 96, 112]","[39.9, 28.6, 15.8, 6.0]","{'N': np.float64(0.9326140259135481), 'S': np.float64(0.9242667505281783), 'E': np.float64(0.9333451547606085), 'W': np.float64(0.9273358028738325)}",E,45.0,0.93
34,21:31:47,"[57, 101, 84, 15]","[14.2, 43.0, 3.8, 5.5]","{'N': np.float64(0.9478366233157111), 'S': np.float64(0.927043591425021), 'E': np.float64(0.9432213080992534), 'W': np.float64(0.8427645737301056)}",N,45.0,0.95
35,21:31:47,"[108, 12, 12, 52]","[33.2, 24.8, 24.1, 45.6]","{'N': np.float64(0.9173466363487764), 'S': np.float64(0.15882809981349763), 'E': np.float64(0.2810054267638866), 'W': np.float64(0.9122864167987285)}",N,45.0,0.92
36,21:31:47,"[52, 92, 50, 113]","[47.5, 14.4, 26.0, 11.9]","{'N': np.float64(0.9296884157424934), 'S': np.float64(0.9390556267764629), 'E': np.float64(0.9168415558484935), 'W': np.float64(0.9309077142323228)}",S,45.0,0.94
37,21:31:48,"[7, 63, 34, 82]","[18.9, 44.2, 26.0, 25.2]","{'N': np.float64(0.7656747790701051), 'S': np.float64(0.9219408248867957), 'E': np.float64(0.1646544045279696), 'W': np.float64(0.930737222350463)}",W,45.0,0.93
38,21:31:48,"[101, 65, 105, 64]","[3.3, 13.1, 23.7, 18.4]","{'N': np.float64(0.9372897397050766), 'S': np.float64(0.9236923508685165), 'E': np.float64(0.9252006585323326), 'W': np.float64(0.9290885048453114)}",N,45.0,0.94
39,21:31:48,"[12, 54, 66, 68]","[28.0, 41.7, 41.9, 18.4]","{'N': np.float64(0.16114573317997355), 'S': np.float64(0.9195626541801958), 'E': np.float64(0.9204224338940854), 'W': np.float64(0.9278334470112676)}",W,45.0,0.93
40,21:31:48,"[23, 55, 101, 73]","[44.1, 2.2, 12.8, 9.7]","{'N': np.float64(0.09508349224414633), 'S': np.float64(0.9395217637610817), 'E': np.float64(0.9361675465027764), 'W': np.float64(0.9372576038136344)}",S,45.0,0.94
41,21:31:48,"[47, 11, 105, 17]","[30.0, 5.5, 18.3, 29.4]","{'N': np.float64(0.9296036799248484), 'S': np.float64(0.8835439368531252), 'E': np.float64(0.9228122350402295), 'W': np.float64(0.1438981675095857)}",N,45.0,0.93
42,21:31:48,"[7, 5, 57, 100]","[37.9, 36.3, 49.8, 45.4]","{'N': np.float64(0.10518263176358975), 'S': np.float64(0.11294053845984403), 'E': np.float64(0.886265208193226), 'W': np.float64(0.9247991961800034)}",W,45.0,0.92
43,21:31:48,"[47, 16, 5, 39]","[45.3, 30.1, 26.0, 10.5]","{'N': np.float64(0.8990350905663488), 'S': np.float64(0.10906979554734138), 'E': np.float64(0.16465981284939968), 'W': np.float64(0.8854360504682701)}",N,45.0,0.9
44,21:31:48,"[31, 54, 49, 34]","[16.5, 21.7, 30.3, 33.4]","{'N': np.float64(0.8874911876516381), 'S': np.float64(0.9348946224115), 'E': np.float64(0.9205217379609606), 'W': np.float64(0.1330694111212603)}",S,45.0,0.93
45,21:31:48,"[28, 45, 69, 53]","[25.9, 46.5, 47.7, 41.0]","{'N': np.float64(0.1866446426929651), 'S': np.float64(0.91930932183927), 'E': np.float64(0.918266580288331), 'W': np.float64(0.9228570005725157)}",W,45.0,0.92
46,21:31:48,"[17, 6, 13, 103]","[2.5, 21.7, 21.8, 21.3]","{'N': np.float64(0.875855637037348), 'S': np.float64(0.451206337554124), 'E': np.float64(0.48740053527902444), 'W': np.float64(0.912278250792617)}",W,45.0,0.91
47,21:31:48,"[67, 70, 69, 17]","[39.0, 13.1, 34.4, 3.8]","{'N': np.float64(0.9167350061604488), 'S': np.float64(0.928022756774626), 'E': np.float64(0.914770919572019), 'W': np.float64(0.8570291375529808)}",S,45.0,0.93
48,21:31:48,"[34, 107, 10, 46]","[4.4, 6.1, 13.8, 31.6]","{'N': np.float64(0.8647978986162436), 'S': np.float64(0.9213227432942875), 'E': np.float64(0.7948614889316638), 'W': np.float64(0.8974517952377067)}",S,45.0,0.92
49,21:31:49,"[62, 60, 58, 91]","[23.6, 12.8, 36.3, 5.8]","{'N': np.float64(0.9282241852887158), 'S': np.float64(0.9427932786496668), 'E': np.float64(0.9265941441470132), 'W': np.float64(0.9375070292074257)}",S,45.0,0.94
50,21:31:49,"[34, 40, 80, 57]","[44.0, 40.0, 42.2, 39.0]","{'N': np.float64(0.11193917893987852), 'S': np.float64(0.1581200148876618), 'E': np.float64(0.9316103938495364), 'W': np.float64(0.9283274140762214)}",E,45.0,0.93
51,21:31:49,"[108, 57, 72, 112]","[8.0, 22.0, 12.8, 37.4]","{'N': np.float64(0.9406550395886959), 'S': np.float64(0.9383594858088546), 'E': np.float64(0.9454297071086355), 'W': np.float64(0.9199690696311833)}",E,45.0,0.95
52,21:31:49,"[22, 16, 94, 116]","[24.5, 33.9, 35.0, 17.2]","{'N': np.float64(0.30541152099643126), 'S': np.float64(0.13853865295313506), 'E': np.float64(0.9133442285834286), 'W': np.float64(0.9207472908312301)}",W,45.0,0.92
53,21:31:49,"[78, 11, 31, 6]","[49.6, 45.0, 40.3, 7.5]","{'N': np.float64(0.8790900984921968), 'S': np.float64(0.12927020752729487), 'E': np.float64(0.13703046695968116), 'W': np.float64(0.7654907396319477)}",N,45.0,0.88
54,21:31:49,"[75, 105, 59, 109]","[27.6, 16.4, 27.8, 15.3]","{'N': np.float64(0.9171998810445171), 'S': np.float64(0.9419708034410492), 'E': np.float64(0.9179888194162054), 'W': np.float64(0.9224726519746164)}",S,45.0,0.94
55,21:31:49,"[24, 44, 91, 27]","[7.7, 32.4, 34.9, 32.6]","{'N': np.float64(0.9103984499069229), 'S': np.float64(0.9320135720067231), 'E': np.float64(0.9339058876600499), 'W': np.float64(0.11643966050454078)}",E,45.0,0.93
56,21:31:49,"[42, 14, 65, 66]","[18.1, 43.6, 5.5, 35.1]","{'N': np.float64(0.9195572838848892), 'S': np.float64(0.11742615710905428), 'E': np.float64(0.9254192041045406), 'W': np.float64(0.9192947721618674)}",E,45.0,0.93
57,21:31:49,"[57, 60, 31, 115]","[16.8, 28.5, 41.5, 13.4]","{'N': np.float64(0.9402372691664552), 'S': np.float64(0.9274321365930386), 'E': np.float64(0.09425871814993499), 'W': np.float64(0.9307933070470606)}",N,45.0,0.94
58,21:31:49,"[38, 81, 106, 47]","[13.7, 37.9, 12.0, 15.6]","{'N': np.float64(0.8774253567689052), 'S': np.float64(0.9253824253137257), 'E': np.float64(0.9366321167502969), 'W': np.float64(0.9230116792696069)}",E,45.0,0.94
59,21:31:49,"[118, 93, 17, 44]","[32.9, 49.9, 40.2, 40.9]","{'N': np.float64(0.9217705471670063), 'S': np.float64(0.9100246504854874), 'E': np.float64(0.12284035520375775), 'W': np.float64(0.9362035663628908)}",W,45.0,0.94
60,21:31:49,"[38, 106, 106, 68]","[14.8, 6.4, 18.5, 20.8]","{'N': np.float64(0.8443748257290538), 'S': np.float64(0.9390676255619637), 'E': np.float64(0.9234243477399378), 'W': np.float64(0.9377070673367378)}",S,45.0,0.94
61,21:31:49,"[8, 71, 59, 118]","[42.9, 39.1, 5.6, 5.5]","{'N': np.float64(0.15820890209245383), 'S': np.float64(0.868803803421718), 'E': np.float64(0.9180293723997833), 'W': np.float64(0.912510615320893)}",E,45.0,0.92
62,21:31:50,"[49, 103, 25, 115]","[29.6, 33.3, 33.6, 23.6]","{'N': np.float64(0.9187041133784171), 'S': np.float64(0.91586585941661), 'E': np.float64(0.11858749964904527), 'W': np.float64(0.9158071143847697)}",N,45.0,0.92
63,21:31:50,"[51, 104, 70, 99]","[28.9, 2.0, 29.0, 39.5]","{'N': np.float64(0.9331476246063668), 'S': np.float64(0.9395949607571709), 'E': np.float64(0.9283412268856887), 'W': np.float64(0.9304854892404248)}",S,45.0,0.94
64,21:31:50,"[112, 87, 35, 92]","[14.6, 42.2, 17.5, 12.3]","{'N': np.float64(0.9334206614607039), 'S': np.float64(0.9226050511163265), 'E': np.float64(0.7502162628705066), 'W': np.float64(0.9338213913026844)}",W,45.0,0.93
65,21:31:50,"[44, 118, 58, 73]","[11.7, 44.8, 15.7, 24.0]","{'N': np.float64(0.9016296577767182), 'S': np.float64(0.9256023220516075), 'E': np.float64(0.9354600095964226), 'W': np.float64(0.9286907581172039)}",E,45.0,0.94
66,21:31:50,"[115, 8, 48, 41]","[45.5, 38.3, 48.9, 34.7]","{'N': np.float64(0.9150618162860716), 'S': np.float64(0.16954014731087663), 'E': np.float64(0.886942220260716), 'W': np.float64(0.8778138506737627)}",N,45.0,0.92
67,21:31:50,"[14, 77, 41, 57]","[20.8, 47.4, 26.5, 8.6]","{'N': np.float64(0.691536644935736), 'S': np.float64(0.9168950266306636), 'E': np.float64(0.9318855502207246), 'W': np.float64(0.9357995576004507)}",W,45.0,0.94
68,21:31:50,"[63, 10, 84, 33]","[46.7, 25.8, 3.2, 3.5]","{'N': np.float64(0.9119850260944857), 'S': np.float64(0.22228143078609866), 'E': np.float64(0.9256185090126323), 'W': np.float64(0.8160720281294215)}",E,45.0,0.93
69,21:31:50,"[118, 55, 16, 72]","[34.1, 4.7, 9.7, 22.3]","{'N': np.float64(0.9304030050712435), 'S': np.float64(0.923988487326564), 'E': np.float64(0.8817571124197844), 'W': np.float64(0.9302706335738721)}",N,45.0,0.93
70,21:31:50,"[84, 90, 58, 8]","[6.7, 40.8, 24.2, 11.6]","{'N': np.float64(0.9492830366400438), 'S': np.float64(0.9285376262878712), 'E': np.float64(0.9408328779220635), 'W': np.float64(0.8099712999549098)}",N,45.0,0.95
71,21:31:50,"[62, 34, 51, 76]","[43.7, 4.1, 47.2, 38.1]","{'N': np.float64(0.9258501294637725), 'S': np.float64(0.8804010085359408), 'E': np.float64(0.9022268597815607), 'W': np.float64(0.9133337564143047)}",N,45.0,0.93
72,21:31:50,"[21, 66, 43, 6]","[29.6, 5.5, 25.3, 20.0]","{'N': np.float64(0.10491592974765371), 'S': np.float64(0.9322769123948342), 'E': np.float64(0.9413872329306994), 'W': np.float64(0.5629869874199592)}",E,45.0,0.94
73,21:31:50,"[87, 19, 53, 16]","[36.0, 49.8, 44.2, 27.5]","{'N': np.float64(0.915962313447518), 'S': np.float64(0.10973820768933912), 'E': np.float64(0.9262862345519774), 'W': np.float64(0.18076030901358997)}",E,45.0,0.93
74,21:31:50,"[57, 111, 96, 44]","[48.0, 15.8, 2.1, 28.9]","{'N': np.float64(0.9242760515794544), 'S': np.float64(0.931977353852133), 'E': np.float64(0.9382079787656854), 'W': np.float64(0.9078326557329035)}",E,45.0,0.94
75,21:31:50,"[66, 32, 16, 111]","[24.9, 21.4, 36.3, 10.2]","{'N': np.float64(0.9145432268186318), 'S': np.float64(0.520626314846939), 'E': np.float64(0.12866753413084134), 'W': np.float64(0.9323831769778129)}",W,45.0,0.93
76,21:31:51,"[38, 58, 84, 24]","[12.7, 9.6, 10.5, 5.1]","{'N': np.float64(0.8512447467799614), 'S': np.float64(0.9371251163622657), 'E': np.float64(0.9314873499967449), 'W': np.float64(0.8739568556173758)}",S,45.0,0.94
77,21:31:51,"[59, 81, 64, 63]","[23.5, 18.0, 31.3, 14.2]","{'N': np.float64(0.9310853266408327), 'S': np.float64(0.9374794787897512), 'E': np.float64(0.9282904408689243), 'W': np.float64(0.92361028408722)}",S,45.0,0.94
78,21:31:51,"[58, 15, 115, 75]","[28.5, 45.4, 44.7, 38.8]","{'N': np.float64(0.9131776211825998), 'S': np.float64(0.11014569018967935), 'E': np.float64(0.920750728161642), 'W': np.float64(0.9183245790240981)}",E,45.0,0.92
79,21:31:51,"[50, 71, 53, 113]","[22.1, 38.1, 29.5, 25.8]","{'N': np.float64(0.9137201058621902), 'S': np.float64(0.9261745111606725), 'E': np.float64(0.9165535949905113), 'W': np.float64(0.9194373852163489)}",S,45.0,0.93
80,21:31:51,"[46, 101, 19, 12]","[38.5, 45.0, 31.3, 6.8]","{'N': np.float64(0.9222932462401461), 'S': np.float64(0.9107671131085374), 'E': np.float64(0.11748141875664828), 'W': np.float64(0.7949217684828475)}",N,45.0,0.92
81,21:31:51,"[6, 43, 55, 98]","[22.4, 28.0, 8.3, 36.7]","{'N': np.float64(0.4124117631045163), 'S': np.float64(0.9249387432809207), 'E': np.float64(0.9382353732942638), 'W': np.float64(0.9278262822887621)}",E,45.0,0.94
82,21:31:51,"[12, 38, 46, 11]","[4.5, 15.6, 7.3, 12.7]","{'N': np.float64(0.8626930957416673), 'S': np.float64(0.7949720010765182), 'E': np.float64(0.9329490440747195), 'W': np.float64(0.803584407105914)}",E,45.0,0.93
83,21:31:51,"[103, 7, 72, 97]","[24.2, 21.5, 24.8, 29.3]","{'N': np.float64(0.8985340426749648), 'S': np.float64(0.4265964018101904), 'E': np.float64(0.9118012010852308), 'W': np.float64(0.919432809499398)}",W,45.0,0.92
84,21:31:51,"[88, 46, 56, 43]","[46.3, 42.7, 43.3, 46.4]","{'N': np.float64(0.9289021262646372), 'S': np.float64(0.9184734213299252), 'E': np.float64(0.916799302515963), 'W': np.float64(0.9319305928093786)}",W,45.0,0.93
85,21:31:51,"[5, 55, 99, 54]","[31.9, 6.8, 11.1, 10.4]","{'N': np.float64(0.12272602275053415), 'S': np.float64(0.9324496474298731), 'E': np.float64(0.9045098927148666), 'W': np.float64(0.9297028056258619)}",S,45.0,0.93
86,21:31:51,"[77, 75, 111, 85]","[43.7, 37.8, 6.5, 27.9]","{'N': np.float64(0.9338004166746405), 'S': np.float64(0.9291568668502667), 'E': np.float64(0.9397121429668289), 'W': np.float64(0.9339505417200006)}",E,45.0,0.94
87,21:31:51,"[112, 97, 32, 8]","[14.0, 45.1, 11.7, 4.6]","{'N': np.float64(0.9167516770233747), 'S': np.float64(0.9101819521233906), 'E': np.float64(0.8336751342846214), 'W': np.float64(0.8317485991657251)}",N,45.0,0.92
88,21:31:52,"[112, 116, 99, 100]","[17.4, 12.0, 45.7, 36.9]","{'N': np.float64(0.9290685439226817), 'S': np.float64(0.9233989941314473), 'E': np.float64(0.9087927618783785), 'W': np.float64(0.918873369709634)}",N,45.0,0.93
89,21:31:52,"[48, 62, 37, 31]","[28.1, 16.4, 38.7, 30.2]","{'N': np.float64(0.9456827656920361), 'S': np.float64(0.9472765716424552), 'E': np.float64(0.8398325153992988), 'W': np.float64(0.13494422886649957)}",S,45.0,0.95
90,21:31:52,"[22, 92, 96, 85]","[44.6, 17.5, 49.5, 22.5]","{'N': np.float64(0.09905417487593235), 'S': np.float64(0.9306619080316038), 'E': np.float64(0.917520219717213), 'W': np.float64(0.9183237257704565)}",S,45.0,0.93
91,21:31:52,"[74, 86, 76, 103]","[2.2, 24.4, 34.2, 36.9]","{'N': np.float64(0.946284035728122), 'S': np.float64(0.9258358630531915), 'E': np.float64(0.9382416145427481), 'W': np.float64(0.9279806316986658)}",N,45.0,0.95
92,21:31:52,"[9, 93, 46, 34]","[4.2, 6.5, 37.5, 18.3]","{'N': np.float64(0.8495972397970146), 'S': np.float64(0.9394521242829955), 'E': np.float64(0.8902445008873876), 'W': np.float64(0.7061794454479385)}",S,45.0,0.94
93,21:31:52,"[103, 52, 8, 65]","[39.9, 31.9, 41.3, 30.3]","{'N': np.float64(0.9105850334994422), 'S': np.float64(0.9312472123821626), 'E': np.float64(0.15225773908599252), 'W': np.float64(0.9222066611556715)}",S,45.0,0.93
94,21:31:52,"[68, 41, 47, 38]","[46.2, 45.4, 5.5, 48.3]","{'N': np.float64(0.9318451737898764), 'S': np.float64(0.9095534426943883), 'E': np.float64(0.9353205706569702), 'W': np.float64(0.1327224317326871)}",E,45.0,0.94
